मल्चिंग के क्या फायदे हैं?,"मल्चिंग",मल्चिंग से नमी संरक्षित रहती है और खरपतवार कम होते हैं।,Soil,Hindi,"soil"
ड्रिप सिंचाई के क्या लाभ हैं?,"ड्रिप,लाभ",इससे पानी की बचत होती है और पौधों की जड़ों तक सीधे पानी पहुँचता है।,Irrigation,Hindi,"water"
फसल बीमा क्यों जरूरी है?,"फसल बीमा",प्राकृतिक आपदाओं से होने वाले नुकसान के जोखिम को कम करने में सहायता मिलती है।,Government Scheme,Hindi,"scheme"
मिट्टी का पीएच क्या होता है?,"मिट्टी,pH",मिट्टी का pH उसकी अम्लीय या क्षारीय प्रकृति को दर्शाता है।,Soil,Hindi,"soil"
How to prepare a seedbed for vegetables?,"vegetables,seedbed",Prepare a fine and level seedbed with good drainage and organic manure.,Vegetables,English,"cultivation"
What is direct seeding?,"direct seeding",Direct seeding means sowing seeds directly into the main field.,General,English,"cultivation"
How to reduce water evaporation from soil?,"soil,water",Use mulching and irrigate during cooler hours.,Water Management,English,"water"
Why is crop spacing important?,"crop spacing",Proper spacing improves sunlight, airflow, and plant growth.,General,English,"cultivation"
What is intercropping?,"intercropping",Intercropping is growing two or more crops together in the same field.,General,English,"cropping"
Benefits of intercropping?,"intercropping,benefits",It improves resource use and may reduce pest pressure.,General,English,"cropping"
How to identify healthy seeds?,"healthy seeds",Healthy seeds are clean, disease-free, and have high germination potential.,Seed,English,"seed"
What is seed dormancy?,"seed dormancy",Seed dormancy is the condition in which seeds do not germinate even under favorable conditions.,Seed,English,"seed"
What is precision farming?,"precision farming",Precision farming uses technology to optimize crop production.,Technology,English,"modern farming"
Benefits of drones in agriculture?,"drone",Drones help monitor crop health, spraying, and field mapping.,Technology,English,"drone"
What is hydroponics?,"hydroponics",Hydroponics is growing plants without soil using nutrient-rich water.,Modern Farming,English,"hydroponics"
What is aeroponics?,"aeroponics",Aeroponics grows plants with roots suspended in air and supplied with nutrient mist.,Modern Farming,English,"aeroponics"
What is smart irrigation?,"smart irrigation",Smart irrigation uses sensors and automation to optimize water use.,Technology,English,"IoT"
How can farmers save water?,"water saving",Use drip irrigation, mulching, and rainwater harvesting.,Water Management,English,"water"
What is integrated nutrient management?,"INM",Integrated Nutrient Management combines organic and inorganic nutrient sources.,Nutrients,English,"INM"
Best way to compost farm waste?,"compost",Convert crop residues into compost through controlled decomposition.,Organic Farming,English,"organic"
Why are earthworms beneficial?,"earthworms",Earthworms improve soil structure and nutrient cycling.,Soil,English,"organic"
How to prevent pest resistance?,"pest resistance",Rotate pesticides with different modes of action and follow recommendations.,Pest,English,"IPM"
